text_idx,sentence_idx,verb,sentence,verb_idx,label
,,take,"in cases where life imprisonment was thought to be the appropriate sentence , the trial judge would still specify in open court the number of years to be spent in prison , take the gravity of the offence into account , and release would be determined by a judicial tribunal .",32,0
,,look,"so they should , and when the list of necessities is securely written down , you can ask the second question : how do i want this garden to look ?",29,0
,,give,just gave me a week to have in here .,1,0
,,use,"a user may have a deep knowledge of business problems , but knowing little about computers , has no idea how they should be used .",24,0
,,have,i did have to sort out the food for tomorrow and,2,0
,,speak,he spoke and evidently spoke strongly of the degradation that it would have been to the parry to have elected a leader by secret ballot .,4,0
,,absolute,"the mirror described the estate as absolute hell , and quoted one resident as saying that you 've no idea how awful daily life is ( 8 october 1985 ) .",6,0
,,ir,"my name , he ir her with his voice , is jesse isambard sweetman .",4,0
,,bear,"all was born to the sense of a new departure , a "" new style "" , a "" new regime in politics "" and a new team at the helm : as well as a new leader , the party had by the middle of 1912 a new chief whip , party chairman , party treasurer , principal agent , press adviser , and an almost entirely new team of whips and organizers .",2,0
,,aim,"as a result of this work the coordinating committee for under fives ( ccuf ) , an umbrella organisation of statutory and voluntary sector groups and individuals providing a service to under fives , decided to organise a conference to aim at the issues of integration of special needs children within mainstream provision .",40,0
,,fully,this is one reason why policy makers never seem to fully account fully of the people affected by their decisions .,10,0
,,die,is that how you die ?,4,0
,,c,"it helped us to derive biot-savart 's law , it will come handy later in solving certain radiation problems , and it often leads to nice formulae , e.g. for the magnetic flux crossing a surface , defined as formula that may be rewritten in terms of the vector potential as c : formula where c is the curve enclosing the surface .",51,0
,,cast,"as they descended the stairs , delaney paused , and cast a last look down at her .",10,0
,,see,they ca n't see the staircase,3,0
,,see,"now we shall see that in a class of materials the current density at any point is proportional to the electric field ; in mathematical form formula] , where formula] is the conductivity of the material .",3,0
,,exist,it is hard to argue conclusively that the category of murder should be smaller or larger ( unless the death penalty or a mandatory life sentence exists ) ; it is a question of social judgment .,26,0
,,reveal,"the villagers of ramsala , recipients of the palm beach dollars , revealed to the cameras that they desperately needed a clinic .",12,0
,,it,"it is , for example , little use when recording a chemical spill into an egyptian river to have it into the appropriate field the nile after all , this river is some 6480 km long !",19,0
,,finish,now let me finish .,3,0
,,do,"is it , we wonder , possible to contemplate bringing together some of these data sources to form a national online health information system ( nohis ) , to do that for employment and unemployment ( townsend et al. 1987 ) ?",29,0
,,offer,in this way the chapters in this part offer a number of perspectives which essentially complement and amplify the discussion in the previous part .,8,0
,,music,"who to watch while the best that chart music can manage in the way of band names is black box , the pub circuit has always been ripe with imaginative music .",30,0
,,only,but only if i get out in .,1,0
,,case,the council case by case stated .,2,0
,,hear,"a number of stories using such imagery were run by both the quality and the popular press during this period , but similar arguments are to be heard in parliamentary debates ( hansard , vol. 84 , 21 october 1985 , cols. 30-.46 , 388 ) , and even in official reports produced by the police on the riots in birmingham and london .",27,0
,,find,"i find it hard to picture what kind of landscape those statistics might have shaped , until i opened the ordnance survey map to find half of it coloured green with a great blue stain in the centre .",1,0
,,describe,"the poem describes two important twelfth-century developments : the use of force in punishing aristocratic crime ( the fruit of princely peace-keeping ) , and the increasing significance of siege-engines in warfare .",2,0
,,suggest,so in practice the grievous bodily harm rule goes further than the arguments of its protagonists would suggest .,17,0
,,spread,"the new zealanders , appropriately garbed in funereal black , arrive next week to spread the ashes .",14,0
,,end,how did the planning meeting end ?,5,0
,,in,original theories in trouble .,2,0
,,say,"today the people of montenegro fulfill the wish of their first and last king guided by innate love and respect for their history , he said on .",25,0
,,yeah,yeah yeah three .,1,0
,,create,"is it , we wonder , possible to contemplate bringing together some of these data sources to create a national online health information system ( nohis ) , to parallel that for employment and unemployment ( townsend et al. 1987 ) ?",17,0
,,Put,Put them on a list and wait .,0,0
,,exclude,"the counter-arguments , which would uphold the principle of correspondence , are that breach of that principle is unnecessary when the amplitude of the crime of manslaughter lies beneath murder , and also that the definition of grievous bodily harm excludes a number of injuries which are most unlikely to put the victim 's life at risk .",40,0
,,house,"she boasted a harpoon walkway , a flybridge , and , above the highest wheel-platform , an aluminium canopy which housed a radar aerial .",20,0
,,cl,"to cl is more than to refresh although our lying , lascivious eyes tell us the two are the same .",1,0
,,channel,"his strategy was rather to channel the enthusiasm of the diehards into party channels , to articulate their views , and to create unity from the sense of movement .",5,0
,,place,the range of data sets involved and the demands that are placed on gis technology in applications of this kind are often more limited than those of previous applications fields .,11,0
,,make,"the hotel lies in five acres of fields and garden , and the slingos , who own it , made the most of their beautiful surroundings by running painting courses for about ì´ï¿½200 a week ( including breakfast and dinner ) , or ì´ï¿½90 for a long weekend .",19,0
,,come,"the irony of this lay in the fact that the second crusade was counter-productive in outremer , embittered relations with byzantium , and resulted in the deaths of enormous numbers of its participants , particularly those coming from the nonì´_aristocratic classes .",36,0
,,do,so we are done with eqn ( 3.11 ) .,3,0
,,leave,"grizel huntley reached out to comfort her but she forced back her chair and left , clutching her handbag and napkin , leaving her mother with the ruins of lunch .",14,0
,,?,do you ?,2,0
,,celebrate,"though dr runcie and his party could not celebrate holy communion at the papal mass , he had earlier celebrated the eucharist at the anglican church in rome after three demonstrators rose from the congregation as he ascended the pulpit ; the visit has been dogged by protests from supporters of the rev ian paisley .",8,0
,,target,"the scope was extended in an enhanced urban programme , which included economic and environmental as well as social projects , and was specifically targeted at the inner urban areas where the problems were most severe .",24,0
,,hit,"now the nearest tree is an enormous trunk , hit by lightning and sawed-off .",9,0
,,save,"had not his grandson raymond v fulfilled his crusading obligation in his early youth , thereby saving himself from the necessity of interrupting his career in the county , the principality of toulouse might have disintegrated altogether .",16,0
,,follow,"he was in agreement with my suggestion that the property be sold and before he returned to college in the autumn of 1976 , he followed my advice and placed house and lands in the hands of an estate agent .",25,0
,,look,"he sucked on his cigarette , furiously threw it into the fireplace , shoved his hands in his pockets , and looked at adam .",21,0
,,attempt,"after a few more minutes she became restless , and stood up again , her eyes searching the slope of the hillside and the valley below , attempting to determine whether some small movement down there was a man on horseback or merely a trick of her imagination .",27,0
,,leave,"but is n't it true , this garden has a fantastic character which leaves you quite able to imagine the poets of the renaissance strolling among these bushes and over the flowery grass ?",13,0
,,look,where is the wagon train that seemed permanently to be circling its wagons looking for a drunken pioneer 's wife to have twins in the last of them ?,13,0
,,plan,"but , like all the best soapbox orators , major had planned his repartee in advance .",11,0
,,Posted,"Posted on , dimitri .",0,0
,,give,"they were given the pay now sue later principle at lloyd 's , which says names should pay cash calls first and fight them later .",2,0
,,report,"she repeatedly phoned landlords , but was either unable to get an answer or reported that manager howard keizner was unavailable .",14,0
,,lead,the increased importance of standardised informational support for both machines and operators has lead to the concept of procedures as a separate design issue within a system ( fig. 1.30 ) .,13,0
,,make,"in some cases , good hazard data exist but have simply not yet made their way into a gis .",13,0
,,with,"he was one of my boys , she said in explanation to the cid sergeant who was with the party as they bumped over the rough road , through the thick mud and on to the dry embankment .",17,0
,,squeeze,so you 've decided to squeeze in an appearance ?,5,0
,,get,he 's got na out with some stick !,2,0
,,result,"such investments had a double purpose , for they could result in income and provide a political bonus .",10,0
,,run,and i found we 'd ran out of milk for anthony .,5,0
,,increase,"expenditure on central office , district offices and the london office increased from ì´ï¿½32,466 in 1909ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½10 to $68,957 in 1913ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½14 ; the total expenditure of the party organization from central funds also doubled from $73,000 to over ì´ï¿½150,000 .",11,0
,,fail,"but nicholas 's grand design failed in 1918 when his serbian son-in-law , alexander , deposed him and incorporated montenegro into yugoslavia .",5,0
,,among,"when , in 1939 , the architects ' journal conducted a survey to find what were among the best modern buildings in britain , battersea was placed second and was the favourite of such unlikely celebrities as sir kenneth clark , rebecca west and charles laughton .",16,0
,,continue,"meanwhile , in many parts of the country , a problem as old as cities themselves tension between cultural groups , between earlier immigrants and newer ones , between black , brown , and white , and ( increasingly ) between large sections of urban youth and the police continues to be identified as the key inner-city issue .",49,0
,,break,"it is correct for most of the chapter with formula taken as a constant but broken down for ferromagnetic materials , which will be discussed in section 3.11 .",15,0
,,Con,"Con with the need to proceed ,",0,0
,,engage,"for instance , in performing its quantitative risk assessments the health and safety executive will rarely engage with distances from hazardous sites in excess of 1 km ( petts 1988 ) and census data will not offer sufficient resolution for accurate population estimates to be made .",16,0
,,run,a businessman has to run risks constantly and win sixty per cent of the time .,4,0
,,prominent,"sari nusseibeh , a prominent palestinian intellectual , is professor of philosophy at bir zeit , the west bank university closed by the israelis early last year .",4,0
,,treat,indeed it will be treated almost entirely as a liability because the costs will be known .,4,0
,,explain,"he could n't explain it , but it reminded him strongly of something .",3,0
,,put,"furthermore , british rail has its eyes on the bankside site for bringing up the spoil from the tunnel for channel traffic which it is , so absurdly , putting under the middle of london at astronomical cost .",29,0
,,get,how did don get it ?,3,0
,,What,What on do n't invent you know ?,0,0
,,halt,"two years ago , however , the department of the environment at last halted the listing of post-war buildings in england that were more than 30 years old .",13,0
,,check,"no , check the sound !",2,0
,,be,and phil was round there yesterday afternoon .,2,0
,,echo,she fell asleep to the sound of music echoing upwards from the drawing-room .,8,0
,,get,"there are encouraging signs , however , that the tv western is getting back into the saddle .",12,0
,,use,"just as thomson transferred stein 's literary abstraction to music , so these portraits unusually use the painter 's technique of drawing the sitter from life : an ideal combination of thomson 's habit of immediate response with an actual subject .",15,0
,,accept,"at the end of what she reckoned must be an hour , she accepted the fact that he was not coming .",13,0
,,re,"the western is being revived , re for the 1990s .",6,0
,,spin,"quite a smooth landing , the instructor said approvingly he hesitated , then warned , next time be careful not to land too fast or you 'll spin out of runway .",27,0
,,make,"in this chapter some of the ways in which palaeontologists determine the way fossil animals lived are described , reanimating the dead fragments to make up a living creature .",24,0
,,discuss,"it is possible to discuss electromagnetic theory without ever mentioning the word electron , but since it has become such a household word and is used so often we can just as well make use of it .",4,0
,,'s,"oh come on christopher come and sometimes it in the right panel , that 's the right panel there and then it 's in the left hand and then it goes to the right hand and then it goes to the left then right , the left , the right , left , right , left , confusing , but it 's that hand to start with",22,0
,,live,it 's women have to go out and live with it .,8,0
,,see,and then when you look at it er you can see then,10,0
,,collect,brown 's chapter on geodemographics discusses an application field where primary data collected for operational purposes are typically evaluated in relation to secondary data collected from sources such as the census of population .,24,0
,,be,"she was a harpoon walkway , a flybridge , and , above the highest wheel-platform , an aluminium canopy which held a radar aerial .",1,0
,,think,it 's alright do n't think about it .,5,0
,,rehear,"he did n't know what lewis meant about someone looking after the house but no doubt he , adam , had at the time rehears some tale to keep his father quiet , to keep him away even .",24,0
,,click,"if in doubt , click to see proof of their membership .",4,0
,,shift,"he sees them as not only strengthening small communities , but also as actually beginning to shift the population flows from the countryside to the towns .",16,0
,,put,"but , of course , erm for licensing they do n't put that particularly into consideration up there .",11,0
,,own,the basis of recovery was then law 's own capacities as leader .,8,0
,,too,"i know what you need , clare : someone you know and trust , someone who wo n't make you too anxious .",20,0
,,bring,the radio on the dummy suddenly screeched into action as delaney 's distorted voice brought it life .,14,0
,,make,"bracken house , the former home of the financial times , became the first candidate and english heritage then made some 70 recommendations to the department of the environment ; these included bankside .",19,0
,,operate,"as mr dobbs , who operates a country house restoration business from his home in micheldever , hampshire , says : villages are good places to live and work .",5,0
,,take,when lewis said to come back with him and eat there adam had taken a kick on the ankle from anne and another kick when he had n't replied .,13,0
,,build,"the trilobite eye was of a compound type , and each lens was built up of a calcite crystal .",13,0
,,an,they are an islamic art from the middle east with indian and south-east asian .,2,0
,,fall,"the counter-arguments , which would uphold the principle of correspondence , are that breach of that principle is unnecessary when the amplitude of the crime of manslaughter falls beneath murder , and also that the definition of grievous bodily harm includes a number of injuries which are most unlikely to put the victim 's life at risk .",27,0
,,star,actually it must be quite interesting staring at the development of language as time goes on .,6,0
,,make,"to pay for this outpouring , a great drive was made for additional income -by farquhar and steel-maitland .",10,0
,,keep,"even so , no room to keep a cat .",6,0
,,who,"adam verne-smith , who in puerto de la cruz , did not of course see it .",3,0
,,improve,might help to improve it .,3,0
,,ask,she also asked landlords to manage the let .,2,0
,,associate,"instead , it is associated with the establishment of rules .",4,0
,,out,"i , cos i remember coming , coming back , i got out .",12,0
,,abandon,"to cater for all susceptibilities , the party became the "" national unionist association of conservative and unionist associations "" a decision that allowed some local parties to go on calling themselves conservative , but the name "" liberal "" was at last abandoned .",43,0
,,regard,the painting was agreed to by luce in part to recompense for what she regarded as her misjudgment of her dead friend .,14,0
,,r,"dirty grey clouds r across the sky above the slate roof , now the only thing that shone , glazed with rain .",3,0
,,call,"there 'll be a direct link between detroit and the line managers in each country , with detroit calls the shots .",18,0
,,issue,"if the complaint is proved , a nuisance order is issued requiring the defendant to get the necessary work done .",10,0
,,look,"the faces of the twins , softer editions of her own , looked towards her questioningly then broke into shy smiles .",12,0
,,clip,"wales , characteristically , clipped the heel at a scrum , putting robert jones in trouble when the ball finally emerged .",4,0
,,see,the ambiguities and sub-clauses to be seen in much of the press coverage during 1980ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½1 had at least acted as a countervailing tendency against the more extreme forms of discourse which blamed the riots completely on black people .,6,0
,,see,"norcros , the property , building materials and printing group , sees profits crash from ì´ï¿½29million to ì´ï¿½18.3million .",11,0
,,eye,"its vast walls of flint and glass and gothic tracery were brilliantly floodlit and the churchyard cat , sleek and black as tar , eyed us querulously and led us right round the church and through the gravestones at the back , glimmering and pale in the moonlight .",24,0
,,show,this example shows that a sympathy for motorists with overwhelm any tendency to logical analysis .,2,0
,,st,"here a right turn took him off the coastal road on to what was little more than a smoothly macadamed track bordered by water-filled ditches and fringed by a golden haze of reeds , their lumbered heads st in the wind .",37,0
,,due,"if the magnetic field happens to be larger at one side than at the other side , then the beam will be deflected towards the weaker field which makes the field even weaker , etc. , due to the so-called kink instability ( fig. 3.3(b) ) .",36,0
,,assimil,"the type of sediment and the associated fossils will show whether the environment was marine , freshwater or terrestrial , providing the basic information into which the ecology of the animal has to be assimil .",34,0
,,contribute,the aim at the end of the session is to encourage participants to make rules for their future drinking which will contribute to a lessening of identified problems ( p. 4 ) .,21,0
,,resolve,"that proposal , if implemented , would shift almost all the decision-making in homicide cases from the trial to the sentencing stage : the only issue of any consequence in most cases would be the sentence to be imposed , and all the distinctions now drawn at the stage of criminal liability would be resolved in the sentence alone .",54,0
,,include,"section 22 of the 1979 estate agents act dealing with bonding , licensing and standards of competency has not been included in .",20,0
,,show,"in a study of nearly 500 women , they showed that zinc supplements did not improve either foetal health or reduce the number of pre-term labours .",9,0
,,clo,"does n't help with the dark ceiling , that clo it up does n't it ?",9,0
,,recruit,given time available to recruit new staff it is not necessary to keep more than a nucleus in that particular expertise .,4,0
,,allow,"delaney pulled the curtain across , covering forster who cut a small slit in the opaque green plastic , widening it to allow himself a better field of view .",22,0
,,make,"we have made a step backward , ryan said and on this sorry evidence it looks as if it will be backwards all the way when the test takes place at cardiff arms park on 4 november .",2,0
,,affect,"but her desire to provide a period of stability for nearly one million people affected by the nhs is coupled with a fierce determination to maintain the momentum of reform , with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s .",14,0
,,Labour,an impassioned appeal for labour to back electoral reform was made by a Labour shadow cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion .,13,0
,,define,"although the scarman report is often taken to be the central text which argues for a link between social conditions and disorder , the terms of the debate were by no means defined by scarman .",32,0
,,make,"the central office attitude was flexible , for outside bodies would always exist and could even be make use of :",17,0
,,think,"i thought it was possible with paradise to talk about individual and personal responsibility , something which if set in a contemporary context would have had a preachy feel about it .",1,0
,,allow,"it allows us to derive biot-savart 's law , it will come handy later in solving certain radiation problems , and it often leads to nice formulae , e.g. for the magnetic flux crossing a surface , defined as formula that may be rewritten in terms of the vector potential as follows : formula where c is the curve enclosing the surface .",1,0
,,their,"but the concern with their political marginality remained on the sidelines of the main public debate because it questioned the perception of the rioters as driven by irrational , uncivilized , and criminal instincts .",4,0
,,unfounded,"yet the chelsea manager , bobby campbell , and arsenal assistant , theo foley , agreed it had been a good match , and the spectators ' complaints were unfounded .",29,0
,,run,"she dug into her pocket , unfolded a bit of newspaper , and read , sportsman jim clark today runs a splendidly equipped physical training college at larkwood in wiltshire , formerly the family home of the o'dare family .",19,0
,,rise,"dixons ' shares rose to 153p in early trading but ended the day at 141p , a 22p rise .",3,0
,,trail,"bonar law , trailing by fewer mps than any of the other three contenders at the beginning of the week was now to be the unanimous choice .",3,0
,,consider,"just before the court was due to consider the request her solicitor received a cheque for ì´ï¿½2,400 .",7,0
,,add,"it , and you can add in these",5,0
,,put,"with that characteristically strong statement , he put his finger on the secret of the ahlbergs ' phenomenal success with adults and children alike .",7,0
,,give,"ever since the industrial revolution created a mass urban society , the conditions of the poorest city dwellers have gave rise to anxiety among the better off .",19,0
,,make,she made the point eagerly .,1,0
,,pick,"nought point ten and pick up point two of a second , that is fast !",4,0
,,plague,as a last example of the potential role of operations research in gis and disaster management we are reminded of the logistic problems that plagued the peel regional police force during the mississauga evacuation mentioned previously ( scanlon and padgham 1980 ) .,24,0
,,choose,they gave support to the beacon and elfreda rathbone nurseries and most members chose these settings as the best places to treat children .,13,0
,,know,i 'm not quite sure what happens you know .,8,0
,,obtain,from eqn ( 3.26 ) we obtain formula] .,6,0
,,just,did it just bonk ?,2,0
,,turn,"no , he said helpfully , then turned a patronising smile on me .",7,0
,,have,"this has three main forms : checklists , routines and knowledge-texts .",1,0
,,run,we shall run through a number of examples later .,2,0
,,provide,"one method in particular , kriging ( now available as part of the uniras software ) , provides not only a contoured surface but also an estimate of the standard error at any point on the map .",17,0
,,unlikely,chamberlain provided the way out by suggesting to balcarres that both he and long should withdraw and so allow law to be elected unanimously ; he also turned down balcarres 's remarkable advice that he should allow long to be elected since long would make such a mess of things that chamberlain would be unlikely to succeed within the year .,54,0
,,freeze,"the gulamalis received their rent for the first three months , then nothing for four months , and were told the computer was broken , the accounts were being frozen , the cheque was in the post , and so on .",29,0
,,publish,the international ergonomics association developed a general ergonomics checklist which is published in edholm ( 1967 ) .,11,0
,,care,but i still do n't care what you have to write !,5,0
,,leave,do n't you leave it to him to come now ?,3,0
,,try,so the electrons try to move inwards but can not because the ions hold them back by virtue of their electrostatic attraction .,3,0
,,put,the wheels have already been put in motion .,5,0
,,period,as a last example of the potential role of operations research in gis and disaster management we are reminded of the logistic problems that faced the peel regional police force during the mississauga evacuation period previously ( scanlon and padgham 1980 ) .,34,0
,,decrease,"in a study of nearly 500 women , they found that zinc supplements did not improve either foetal health or decrease the number of pre-term labours .",20,0
,,understand,"from what i understand , germany was still their home .",3,0
,,place,the authors were asked to review the current state of the art in their fields with particular reference to the likely requirements of the future policy issues agenda in terms of the demands that they place on geographic information management .,35,0
,,last,"the twelfth century was characterized , therefore , by fewer but more protracted wars , which smouldered for long periods between short , sharp bouts of conflict , like the war that lasted must of the reigns of henry i of england and louis vi of france , the one inaugurated by the great rebellion of 1173 , which outlived both louis vii and henry ii , or that against catalan claims in the south .",32,0
,,say,"that 's why we 've got to take risks , nell said in .",11,0
,,remove,"a great many crocodile tears were shed , for , since unionists had such an elevated view of the principle of leadership , they were unable to accept that they had just removed their own leader from office .",32,0
,,have,"well you 've had an , you 're got ta go , have an appointment to go and see somebody there are n't you ?",3,0
,,reach,"this specimen is 15 cm long , but roots have been found which reach a length of 14 metres !",13,0
,,describe,they normally take the form of a series of questions or statements which the operator uses to describe and structure his inspection of the hardware and other system components .,17,0
,,with,"alexander with the decorative gold body , itself a repetition of a body on the parthenon frieze .",1,0
,,see,"numerous examples of this line of argument can be seen in dear 's report on handsworth , and in press coverage during the riots .",9,0
,,con,the punitive approach anticipated for the probation service in the white paper is con by a definition of punishment that resides in the restrictions on liberty and in the enforcement of the orders .,13,0
,,Write,Write on !,0,0
,,differ,"english law differs between the offences of murder and manslaughter , as we shall see , but the two crimes do have certain common elements .",2,0
,,include,"manuals which may include maps , schematic diagrams and other materials warrant separate consideration .",3,0
,,maintain,"in southend , where 3,000 of the 50,000 adult males are reckoned to be masons , it went into the case of what you might call preferential allocation of council property , and the battle of one councillor , christopher hudson , to maintain the grip of the men on the square : we ca n't have a secret society operating within the framework of a democracy , he said .",43,0
,,make,so what makes you want to move down here ?,2,0
,,help,it would n't have helped her to say she was sorry .,4,0
,,evolve,"this means feedback is obtained early in the development process , and the system can evolve around the user 's requirements .",15,0
,,allow,there are several splendid houses near long melford that would allow for a gentle afternoon 's potter through the rooms and possessions of the rich of a few centuries ago .,10,0
,,right,"responding to the handsworth events douglas hurd was right to argue forcibly that such events were senseless and reflected more on those who participated in them than on the society in which they took place : the sound which law abiding people in handsworth heard on monday night , the echoes of which i picked up on tuesday , was not a cry for help but a cry for loot ( financial times , 13 september 1985 ) .",8,0
,,be,"yet the logic of the definition was that it would benefit especially kings , whose competence to declare war could not be impugned : thus thibaud of blois failed to persuade the monks of marmoutier that they owed him service when he fought against louis vi ; they claimed discretion in the matter ; and in 1184 , the mighty philip of alsace hesitated to commit to battle the army he had summoned against philip augustus , through fear that its ranks might melt away .",6,0
,,place,for this reason they place particularly heavy demands on current gis technology both because of the size of the data sets and the diversity of the data structures that are involved .,4,0
,,end,well it might as well end there .,5,0
,,?,those two ? ?,2,0
,,block,"first , a comprehensive civil disobedience campaign was begun by which people blocked , or minimised , all the contact points by which they were bound to the israeli occupation authority .",12,0
,,ask,someone might ask .,2,0
,,take,"responding to the handsworth events douglas hurd was moved to argue forcibly that such events were senseless and reflected more on those who participated in them than on the society in which they take place : the sound which law abiding people in handsworth heard on monday night , the echoes of which i picked up on tuesday , was not a cry for help but a cry for loot ( financial times , 13 september 1985 ) .",33,0
,,do,looks as if it and the wind 's doing it again .,8,0
,,make,"that proposal , if implemented , would shift almost all the decision-making in homicide cases from the trial to the sentencing stage : the only issue of any consequence in most cases would be the sentence to be imposed , and all the distinctions now made at the stage of criminal liability would be reflected in the sentence alone .",45,0
,,greet,but now she was visibly shocked by the drained and haggard-looking face which greeted her .,13,0
,,be,"when it was time for him to be knighted by henry i in rouen , he set off for normandy with a crowd of these young men about him .",2,0
,,saw,he saw the look of disbelief pass between the exec director and the dda .,1,0
,,of,"as william of st denis of it ,",5,0
,,felt,"i know how you felt , mark , muldoon said sadly .",4,0
,,remember,"it is interesting to remember that the pope as the kids called fermi because he 's always right , was only seven years older than amaldi .",4,0
,,offer,"broadly , the survey confirmed that parents of children with special needs had not been offered a real choice of placement , and that they had to fight hard for mainstream provision if this was their choice .",15,0
,,so,the leaf is divided into three parts with a broad central lobe ( finely so ) and two flanking lobes .,14,0
,,create,"for therapeutic and professional staff to reflect the cultural backgrounds of the children , and that for all children , including those with special needs , their day-care environment and activities to create a consciousness of the multicultural society in islington .",32,0
,,press,"labour sought to turn the general election into a referendum on the nhs , pressing voters for a mandate to reverse the changes .",14,0
,,allow,"i could have gone with it , allowing myself four blissful miles of upland walking followed by as many miserable hours of fruitless searching for return transport to east kielder farm .",7,0
,,make,a second approach is to frame the law in such a way as to makes it clear that the court should make a moral judgment on the gravity of the defendant 's conduct .,14,0
,,treat,"in this case , however , methodological issues are tackled from a largely user standpoint , whereas in the previous part they were treated as substantive problems in their own right .",23,0
,,work,parts lists including description reference numbers and sometimes drawings are necessary if the user is expected to work with his own replacements .,17,0
,,fit,"well loaded much talked-about guitar rockers , generally regarded as fit for the bigger stadia of life , unless they self-destruct en route .",10,0
,,help,"so she i , i 'll help you out",6,0
,,build,and we can build and,3,0
,,give,"i will give an example where all the methods can be used , and where all point in the same direction , so that the answer is probably correct .",2,0
,,here,i 've been here for a long time but erm down here ?,3,0
,,take,"from there , like a buzzard in its eyrie , he would take forays round the us and abroad in spite of his advanced age .",12,0
,,horn,"therefore it was adam 's duty to come home and face the music , even though this might be no more than a short blast on a tin horn .",28,0
,,able,adam could remember very well but he was n't able to say so .,9,0
,,be,one method is to compare the structures of teeth or limbs or some other feature of the extinct animal with living analogues .,2,0
,,do,i do n't think you can do things the way i see them .,6,0
,,lose,"not only are the most disadvantaged on the losing end of most crime , argues harrison , they also have to put up with the heaviest police presence .",8,0
,,lead,observations of freddy lead them to conclude that dolphins use sonar while hunting .,3,0
,,come,"he expected his father to come and say something about that being no way to speak to one 's wife or not in front of the child , he was capable of that .",5,0
,,Come,Come on daddy !,0,0
,,come,"one minute he was shall we say in arford , next minute woof , he 'd come to johnston through somebody 's window ?",16,0
,,rev,we shall rather return to a very simple geometrical configuration for rev ohm 's law .,11,0
,,not,"the government 's post-1987 initiatives have , to some extent , reflected a diagnosis not on the need for better management though on the principle that central authorities can provide a firmer grip than local ones but combined with an anti-collectivist belief in the restorative powers of capitalism .",14,0
,,prof,"metaphor lay prof in the name sunflower , which not only turned towards but resembled the sun , the source of light .",2,0
,,flock,the supposedly jokey answers are illustrated by photographs of people sleeping outside covered by copies of the independent : they look like some of the hundreds of visitors who flock to st botolph 's crypt centre for homeless people every day .,29,0
,,such,"yet i did not want to leave things alone entirely , without such an effort , but it is restricted to the expression of two things the cypresses the olive trees let others who are better and more powerful than i reveal their symbolic language",12,0
,,take,they normally takes the form of a series of questions or statements which the operator uses to guide and structure his inspection of the hardware and other system components .,2,0
,,be,it has been a dual strategy to achieve these two objectives .,2,0
,,",","the iznik pottery from turkey dating from the fifteenth and sixteenth century , with colour on more sophisticated white grounds ; iznik is now highly sought after by turkish yuppies and prices run from ì´ï¿½2,000 or so to ì´ï¿½15,000 .",12,0
,,devote,"when , at last , he stripped off his clothes and came into her , it was as if this was the moment to which all her life had been devoted .",30,0
,,raise,there could also be controversy over the executive 's rejection of demands for the age of consent for homosexuals to be raised to 16 years .,21,0
,,fix,they did n't want the yanks stumbling in and screwing up in an attempt to fix the issue .,15,0
,,expect,what would bagehot have expected of him ?,4,0
,,receive,"carson thereupon fell out of the contest or rather announced that he was not standing , for no official nominations had been received .",22,0
,,deliver,an impassioned appeal for labour to back electoral reform was delivered by a leading shadow cabinet member yesterday after the national executive decided overwhelmingly to oppose a proportional representation motion .,10,0
,,say,"the researchers , headed by dr margaret klinowska , a cambridge biologist , and david goodson , an expert on acoustic engineering at loughborough university , said new data shows that plastic sound reflectors to fishing nets can warn dolphins of hazards .",26,0
,,for,"the struggle for a revolution in mass consciousness , by which people have come to realise that ideas and aspirations must be embodied in manifest acts if reality is to be changed .",2,0
,,act,"and i said , he said no you 're not being but sometimes i act as though i am , you know , it 's the change !",14,0
,,define,section 210.2 of the model penal code defines within murder those reckless killings which manifest extreme indifference to the value of human life .,7,0
,,use,even with pac data some assumptions would need to be used about numbers of persons per household if good population estimates were to be made .,10,0
,,end,but july also ended without debbie receiving any money .,3,0
,,next,a party meeting was to be held on the next monday and the whips were making preparation for a vote to be taken .,9,0
,,come,"the petticoat mafia at the top of the organisation always knew what was coming on , often before the top executives themselves .",13,0
,,attend,"he had memorized it years ago in the ecalpemos epoch : the safest way to live is first , inherit money , second , be born without taste for liquor , third , have a legitimate job that keeps you busy , fourth , marry a wife who will cooperate in your sexual peculiarities , fifth , attend some big church , sixth , do n't live too long .",57,0
,,be,thomson 's songs are some of his finest work .,3,0
,,watch,"i dropped down the hill to ford white kielder upstream of the ruined farmstead of kielder head , where a line of stunted alders , shaggy with lichen , watched over their leafless reflections in the peat-brown water .",29,0
,,look,"first , we could look for some analogue of the potential function which proved so useful in electrostatics .",4,0
,,make,"another of his blinding headaches had developed and he felt a tight sensation in his chest , which makes breathing very painful and difficult .",18,0
,,wonder,"it 's just a friendly letter , wondering how you are .",7,0
,,em,this was conveniently em in the first try .,3,0
,,respond,"such data are crucial , either for assisting the emergency services to make assessments about resources they need to respond in such events , or for high-quality estimates to be made of risk .",19,0
,,dog,leinster have been dogged by their failure to secure prestige fixtures since the mid-seventies .,3,0
,,expect,"between his becoming prime minister and his party 's fall in the polls about 10 days ago , major did nearly everthing that common opinion expected him to do .",25,0
